url,Playername link,Playername link_link,Updatestatus value,Mainposition image,Mainposition image_alt,Pt number 1,Overalldiff number,Playerbasedatainner link,Playerbasedatainner link_link,Playerbasedatainner image,Playerbasedatainner image_alt,Playerbasedatainner value,Image,Image_alt,Image_link,Pt number 2,Myclub link,Myclub link_link,Pt number 3,Ml link,Ml link_link,Pt number 4,Mainplaystyle value,Link,Link_link,,
http://we2016.kouryakuki.net/players/index/page:1,アザール,http://we2016.kouryakuki.net/players/detail/1888/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/5.png,LMF,89,,ロンドンFC,http://we2016.kouryakuki.net/teams/detail/2/,http://we2016.kouryakuki.net/img/countries/2.gif,国旗2,ベルギー代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1888/point/?tmp=1477482393.7161&tmp=1477482395772; http://we2016.kouryakuki.net/ml/comment/1888/0/?tmp=1477482395773; http://we2016.kouryakuki.net/ml/comment/1888/1/?tmp=1477482395773,89; 63; 106; 96,myClub評価,http://we2016.kouryakuki.net/ml/player/1888/0/,106,ML評価,http://we2016.kouryakuki.net/ml/player/1888/1/,96,2列目からの飛び出し,詳細,http://we2016.kouryakuki.net/players/detail/1888/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ミュラー,http://we2016.kouryakuki.net/players/detail/1891/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/2.png,ST,89,,バイエルン ミュンヘン,http://we2016.kouryakuki.net/teams/detail/189/,http://we2016.kouryakuki.net/img/countries/11.gif,国旗11,ドイツ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1891/point/?tmp=1477482393.7179&tmp=1477482395773; http://we2016.kouryakuki.net/ml/comment/1891/0/?tmp=1477482395774; http://we2016.kouryakuki.net/ml/comment/1891/1/?tmp=1477482395774,89; 62; 99; 92,myClub評価,http://we2016.kouryakuki.net/ml/player/1891/0/,99,ML評価,http://we2016.kouryakuki.net/ml/player/1891/1/,92,デコイラン,詳細,http://we2016.kouryakuki.net/players/detail/1891/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ディバラ,http://we2016.kouryakuki.net/players/detail/3752/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/2.png,ST,81,(+2),ユベントス,http://we2016.kouryakuki.net/teams/detail/58/,http://we2016.kouryakuki.net/img/countries/55.gif,国旗55,アルゼンチン,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3752/point/?tmp=1477482393.7205&tmp=1477482395775; http://we2016.kouryakuki.net/ml/comment/3752/0/?tmp=1477482395775; http://we2016.kouryakuki.net/ml/comment/3752/1/?tmp=1477482395775,81; 62; 97; 92,myClub評価,http://we2016.kouryakuki.net/ml/player/3752/0/,97,ML評価,http://we2016.kouryakuki.net/ml/player/3752/1/,92,-,詳細,http://we2016.kouryakuki.net/players/detail/3752/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ビダル,http://we2016.kouryakuki.net/players/detail/3890/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,88,,バイエルン ミュンヘン,http://we2016.kouryakuki.net/teams/detail/189/,http://we2016.kouryakuki.net/img/countries/58.gif,国旗58,チリ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3890/point/?tmp=1477482393.723&tmp=1477482395776; http://we2016.kouryakuki.net/ml/comment/3890/0/?tmp=1477482395776; http://we2016.kouryakuki.net/ml/comment/3890/1/?tmp=1477482395776,88; 61; 99; 93,myClub評価,http://we2016.kouryakuki.net/ml/player/3890/0/,99,ML評価,http://we2016.kouryakuki.net/ml/player/3890/1/,93,ハードプレス,詳細,http://we2016.kouryakuki.net/players/detail/3890/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,マテュイディ,http://we2016.kouryakuki.net/players/detail/5987/,【1.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,84,(-2),パリ サンジェルマン,http://we2016.kouryakuki.net/teams/detail/35/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/5987/point/?tmp=1477482393.7249&tmp=1477482395777; http://we2016.kouryakuki.net/ml/comment/5987/0/?tmp=1477482395778; http://we2016.kouryakuki.net/ml/comment/5987/1/?tmp=1477482395778,84; 61; 89; 85,myClub評価,http://we2016.kouryakuki.net/ml/player/5987/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/5987/1/,85,ボックストゥボックス,詳細,http://we2016.kouryakuki.net/players/detail/5987/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,クルトワ,http://we2016.kouryakuki.net/players/detail/3903/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/14.png,GK,88,(+1),ロンドンFC,http://we2016.kouryakuki.net/teams/detail/2/,http://we2016.kouryakuki.net/img/countries/2.gif,国旗2,ベルギー代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3903/point/?tmp=1477482393.7267&tmp=1477482395778; http://we2016.kouryakuki.net/ml/comment/3903/0/?tmp=1477482395779; http://we2016.kouryakuki.net/ml/comment/3903/1/?tmp=1477482395779,88; 61; 87; 80,myClub評価,http://we2016.kouryakuki.net/ml/player/3903/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/3903/1/,80,守備的GK,詳細,http://we2016.kouryakuki.net/players/detail/3903/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ヤヤ トゥーレ,http://we2016.kouryakuki.net/players/detail/7/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/7.png,CMF,90,,マン ブルー,http://we2016.kouryakuki.net/teams/detail/3/,http://we2016.kouryakuki.net/img/countries/38.gif,国旗38,コートジボワール代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7/point/?tmp=1477482393.7285&tmp=1477482395780; http://we2016.kouryakuki.net/ml/comment/7/0/?tmp=1477482395780; http://we2016.kouryakuki.net/ml/comment/7/1/?tmp=1477482395780,90; 61; 95; 92,myClub評価,http://we2016.kouryakuki.net/ml/player/7/0/,95,ML評価,http://we2016.kouryakuki.net/ml/player/7/1/,92,ボックストゥボックス,詳細,http://we2016.kouryakuki.net/players/detail/7/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,グリーズマン,http://we2016.kouryakuki.net/players/detail/5997/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/2.png,ST,87,(+1),アトレティコ マドリー,http://we2016.kouryakuki.net/teams/detail/80/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/5997/point/?tmp=1477482393.7303&tmp=1477482395781; http://we2016.kouryakuki.net/ml/comment/5997/0/?tmp=1477482395781; http://we2016.kouryakuki.net/ml/comment/5997/1/?tmp=1477482395781,87; 61; 93; 85,myClub評価,http://we2016.kouryakuki.net/ml/player/5997/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/5997/1/,85,ウイングストライカー,詳細,http://we2016.kouryakuki.net/players/detail/5997/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ノイアー,http://we2016.kouryakuki.net/players/detail/8/,【1.0変更】,http://we2016.kouryakuki.net/img/positions/show/14.png,GK,90,,バイエルン ミュンヘン,http://we2016.kouryakuki.net/teams/detail/189/,http://we2016.kouryakuki.net/img/countries/11.gif,国旗11,ドイツ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/8/point/?tmp=1477482393.7341&tmp=1477482395782; http://we2016.kouryakuki.net/ml/comment/8/0/?tmp=1477482395782; http://we2016.kouryakuki.net/ml/comment/8/1/?tmp=1477482395782,90; 61; 89; 85,myClub評価,http://we2016.kouryakuki.net/ml/player/8/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/8/1/,85,攻撃的GK,詳細,http://we2016.kouryakuki.net/players/detail/8/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,ベイル,http://we2016.kouryakuki.net/players/detail/1881/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/4.png,RWG,90,,レアル マドリー,http://we2016.kouryakuki.net/teams/detail/97/,http://we2016.kouryakuki.net/img/countries/34.gif,国旗34,ウェールズ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1881/point/?tmp=1477482393.7359&tmp=1477482395783; http://we2016.kouryakuki.net/ml/comment/1881/0/?tmp=1477482395783; http://we2016.kouryakuki.net/ml/comment/1881/1/?tmp=1477482395784,90; 61; 97; 86,myClub評価,http://we2016.kouryakuki.net/ml/player/1881/0/,97,ML評価,http://we2016.kouryakuki.net/ml/player/1881/1/,86,ウイングストライカー,詳細,http://we2016.kouryakuki.net/players/detail/1881/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:1,チアゴ シウヴァ,http://we2016.kouryakuki.net/players/detail/1882/,,http://we2016.kouryakuki.net/img/positions/show/12.png,CB,90,,パリ サンジェルマン,http://we2016.kouryakuki.net/teams/detail/35/,http://we2016.kouryakuki.net/img/countries/57.gif,国旗57,ブラジル代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1882/point/?tmp=1477482393.7377&tmp=1477482395784; http://we2016.kouryakuki.net/ml/comment/1882/0/?tmp=1477482395784; http://we2016.kouryakuki.net/ml/comment/1882/1/?tmp=1477482395785,90; 61; 89; 86,myClub評価,http://we2016.kouryakuki.net/ml/player/1882/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/1882/1/,86,-,詳細,http://we2016.kouryakuki.net/players/detail/1882/?tmp=1477482395786
http://we2016.kouryakuki.net/players/index/page:2,ルーニー,http://we2016.kouryakuki.net/players/detail/3907/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/8.png,OMF,86,,マンチェスター ユナイテッド,http://we2016.kouryakuki.net/teams/detail/20/,http://we2016.kouryakuki.net/img/countries/8.gif,国旗8,イングランド代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/3907/point/?tmp=1477483139.4199&tmp=1477483140826; http://we2016.kouryakuki.net/ml/comment/3907/0/?tmp=1477483140829; http://we2016.kouryakuki.net/ml/comment/3907/1/?tmp=1477483140831,86; 61; 94; 92,myClub評価,http://we2016.kouryakuki.net/ml/player/3907/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/3907/1/,92,チャンスメイカー,詳細,http://we2016.kouryakuki.net/players/detail/3907/?tmp=1477483140977
http://we2016.kouryakuki.net/players/index/page:2,ヴァラヌ,http://we2016.kouryakuki.net/players/detail/7047/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/12.png,CB,86,(+1),レアル マドリー,http://we2016.kouryakuki.net/teams/detail/97/,http://we2016.kouryakuki.net/img/countries/10.gif,国旗10,フランス代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7047/point/?tmp=1477483139.4216&tmp=1477483140834; http://we2016.kouryakuki.net/ml/comment/7047/0/?tmp=1477483140837; http://we2016.kouryakuki.net/ml/comment/7047/1/?tmp=1477483140839,86; 61; 83; 80,myClub評価,http://we2016.kouryakuki.net/ml/player/7047/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7047/1/,80,-,詳細,http://we2016.kouryakuki.net/players/detail/7047/?tmp=1477483140977
http://we2016.kouryakuki.net/players/index/page:2,エジル,http://we2016.kouryakuki.net/players/detail/7572/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/8.png,OMF,85,(+1),ノースロンドン,http://we2016.kouryakuki.net/teams/detail/7/,http://we2016.kouryakuki.net/img/countries/11.gif,国旗11,ドイツ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7572/point/?tmp=1477483139.4229&tmp=1477483140842; http://we2016.kouryakuki.net/ml/comment/7572/0/?tmp=1477483140845; http://we2016.kouryakuki.net/ml/comment/7572/1/?tmp=1477483140847,85; 61; 97; 96,myClub評価,http://we2016.kouryakuki.net/ml/player/7572/0/,97,ML評価,http://we2016.kouryakuki.net/ml/player/7572/1/,96,チャンスメイカー,詳細,http://we2016.kouryakuki.net/players/detail/7572/?tmp=1477483140977
http://we2016.kouryakuki.net/players/index/page:2,ルイス スアレス,http://we2016.kouryakuki.net/players/detail/1880/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,91,(+1),バルセロナ,http://we2016.kouryakuki.net/teams/detail/88/,http://we2016.kouryakuki.net/img/countries/63.gif,国旗63,ウルグアイ代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1880/point/?tmp=1477483139.4242&tmp=1477483140850; http://we2016.kouryakuki.net/ml/comment/1880/0/?tmp=1477483140852; http://we2016.kouryakuki.net/ml/comment/1880/1/?tmp=1477483140854,91; 61; 97; 91,myClub評価,http://we2016.kouryakuki.net/ml/player/1880/0/,97,ML評価,http://we2016.kouryakuki.net/ml/player/1880/1/,91,デコイラン,詳細,http://we2016.kouryakuki.net/players/detail/1880/?tmp=1477483140977
http://we2016.kouryakuki.net/players/index/page:2,ブッフォン,http://we2016.kouryakuki.net/players/detail/1893/,,http://we2016.kouryakuki.net/img/positions/show/14.png,GK,88,,ユベントス,http://we2016.kouryakuki.net/teams/detail/58/,http://we2016.kouryakuki.net/img/countries/16.gif,国旗16,イタリア代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/1893/point/?tmp=1477483139.4254&tmp=1477483140857; http://we2016.kouryakuki.net/ml/comment/1893/0/?tmp=1477483140859; http://we2016.kouryakuki.net/ml/comment/1893/1/?tmp=1477483140861,88; 61; 86; 83,myClub評価,http://we2016.kouryakuki.net/ml/player/1893/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/1893/1/,83,守備的GK,詳細,http://we2016.kouryakuki.net/players/detail/1893/?tmp=1477483140978
http://we2016.kouryakuki.net/players/index/page:2,モラタ,http://we2016.kouryakuki.net/players/detail/7827/,【3.0変更】,http://we2016.kouryakuki.net/img/positions/show/3.png,CF,83,,ユベントス,http://we2016.kouryakuki.net/teams/detail/58/,http://we2016.kouryakuki.net/img/countries/29.gif,国旗29,スペイン代表,http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP; http://we2016.kouryakuki.net/img/up_off.png,UP,http://we2016.kouryakuki.net/up/index/pl/7827/point/?tmp=1477483139.4266&tmp=1477483140864; http://we2016.kouryakuki.net/ml/comment/7827/0/?tmp=1477483140866; http://we2016.kouryakuki.net/ml/comment/7827/1/?tmp=1477483140868,83; 60; 84; 81,myClub評価,http://we2016.kouryakuki.net/ml/player/7827/0/,,ML評価,http://we2016.kouryakuki.net/ml/player/7827/1/,81,ラインブレーカー,詳細,http://we2016.kouryakuki.net/players/detail/7827/?tmp=1477483140978
